Week,Year,GID,Last Name,First Name,Pos,Team,h/a,Oppt,FD points,FD salary
3,2020,4769,Carlson, Stephen,TE,cle,h,was,0,4000
3,2020,4732,Conklin, Tyler,TE,min,h,ten,0,4000
3,2020,4262,Witten, Jason,TE,lvr,a,nwe,0,4300
3,2020,4648,Brate, Cameron,TE,tam,a,den,0,4000
3,2020,4758,Wesco, Trevon,TE,nyj,a,ind,0,4000
3,2020,4782,Baugh, Marcus,TE,was,a,cle,0,4000
3,2020,1530,Hill, Taysom,TE,nor,h,gnb,-0.8,5000
3,2020,7013,Colts,Indianapolis,Def,ind,h,nyj,26,4800
3,2020,7029,Buccaneers,Tampa Bay,Def,tam,a,den,18,3800
3,2020,7018,Patriots,New England,Def,nwe,h,lvr,15,4900
3,2020,7008,Browns,Cleveland,Def,cle,h,was,14,3900
3,2020,7027,49ers,San Francisco,Def,sfo,a,nyg,12,4600
3,2020,7016,Dolphins,Miami,Def,mia,a,jac,12,3400
3,2020,7005,Panthers,Carolina,Def,car,a,lac,11,3500
3,2020,7028,Seahawks,Seattle,Def,sea,h,dal,11,4000
3,2020,7023,Eagles,Philadelphia,Def,phi,h,cin,8,4500
3,2020,7007,Bengals,Cincinnati,Def,cin,a,phi,7,3300
3,2020,7011,Lions,Detroit,Def,det,a,ari,7,3000
3,2020,7015,Chiefs,Kansas City,Def,kan,a,bal,7,3900
3,2020,7024,Steelers,Pittsburgh,Def,pit,h,hou,7,4700
3,2020,7003,Ravens,Baltimore,Def,bal,h,kan,7,4100
3,2020,7030,Titans,Tennessee,Def,ten,a,min,7,4300
3,2020,7004,Bills,Buffalo,Def,buf,h,lar,5,4400
3,2020,7002,Falcons,Atlanta,Def,atl,h,chi,5,3200
3,2020,7010,Broncos,Denver,Def,den,h,tam,4,3700
3,2020,7006,Bears,Chicago,Def,chi,a,atl,4,4200
3,2020,7001,Cardinals,Arizona,Def,ari,h,det,4,3700
3,2020,7025,Rams,Los Angeles,Def,lar,a,buf,4,4100
3,2020,7026,Chargers,Los Angeles,Def,lac,h,car,4,5000
3,2020,7022,Raiders,Las Vegas,Def,lvr,a,nwe,3,3400
3,2020,7012,Packers,Green Bay,Def,gnb,a,nor,3,3700
3,2020,7009,Cowboys,Dallas,Def,dal,a,sea,2,3500
3,2020,7017,Vikings,Minnesota,Def,min,h,ten,2,3500
3,2020,7032,Texans,Houston,Def,hou,a,pit,1,3600
3,2020,7031,Football Team,Washington,Def,was,a,cle,1,3900
3,2020,7014,Jaguars,Jacksonville,Def,jac,h,mia,0,3800
3,2020,7021,Jets,New York,Def,nyj,a,ind,0,3800
3,2020,7020,Giants,New York,Def,nyg,h,sfo,-2,3600
3,2020,7019,Saints,New Orleans,Def,nor,h,gnb,-3,4300
